81769,14570,5618,3450,1532,985,605,529,373,378,274,205,176,142,129,103,96,108,66,80,61,67,43,52,41,48,29,38,29,19,29,26,14,22,17,19,7,10,9,7,7,5,6,3,3,6,4,4,5,2
14068,2062,1019,551,218,157,72,138,96,77,83,32,32,28,37,44,19,51,19,16,7,10,14,13,4,6,7,4,7,7,5,10,2,4,3,2,2,1,0,1,1,5,3,3,2,2,5,1,1,0
6645,1020,696,403,391,166,106,80,79,39,13,47,39,16,24,18,16,8,13,13,21,18,3,2,12,7,17,12,7,6,9,3,2,3,4,4,2,7,3,4,2,4,4,0,3,0,0,2,0,2
4039,681,375,303,104,46,73,31,13,17,11,15,10,9,25,26,5,2,8,3,3,5,6,4,2,3,7,4,2,0,3,0,2,0,2,0,2,1,0,1,2,2,0,0,0,1,1,1,0,0
1831,249,457,103,104,38,38,27,12,5,15,23,8,8,3,4,6,6,6,1,6,2,7,5,6,2,2,1,1,2,0,0,1,1,0,1,0,1,1,0,3,1,0,1,0,0,1,0,0,0
1208,199,286,106,98,22,7,14,29,3,6,13,19,5,5,3,9,2,3,2,0,0,1,2,1,5,1,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
806,107,164,74,78,11,18,5,3,4,3,2,2,3,0,2,1,0,1,0,3,4,4,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,1,0,0
556,104,72,29,29,7,4,0,5,1,2,2,5,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
412,141,95,17,24,22,2,4,2,3,1,1,3,2,0,1,0,0,3,0,5,0,3,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
381,81,80,31,10,6,6,4,4,1,3,1,1,0,0,1,2,0,3,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0
327,92,28,14,34,8,5,3,2,0,0,5,1,0,1,0,3,1,1,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
249,46,56,22,32,8,1,3,2,4,0,2,1,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
280,49,51,8,8,7,2,4,1,3,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
200,61,29,25,10,4,4,1,1,0,2,1,2,0,1,0,0,0,2,1,3,1,0,1,3,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167,44,41,14,15,5,6,0,1,0,0,0,0,1,0,2,0,1,0,0,4,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,63,22,20,5,0,0,1,0,0,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
171,25,18,8,5,4,3,1,2,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
117,36,16,2,20,4,0,3,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,24,19,25,7,3,3,1,1,0,2,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,15,27,7,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
74,16,23,6,8,3,3,1,1,0,1,5,1,2,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,12,18,4,4,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,28,9,1,7,0,3,0,0,0,2,1,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
63,15,11,7,8,1,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,10,4,6,5,0,1,3,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,10,14,3,3,1,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
