164937,27429,9859,5793,3003,2144,1573,1149,917,747,590,462,397,319,297,270,283,200,173,173,132,141,102,104,91,93,98,73,66,73,70,59,45,47,44,40,43,39,18,20,16,20,21,18,23,18,20,19,17,15
29717,4932,1891,1074,618,421,320,234,225,163,122,128,78,82,62,51,35,57,50,47,36,34,31,40,29,17,19,19,15,9,22,17,7,7,8,12,11,6,6,6,10,7,2,11,4,5,8,4,4,6
11572,2019,613,500,260,196,140,143,97,64,113,62,63,62,25,34,30,22,19,14,16,26,14,13,18,9,14,9,10,6,6,4,3,8,9,5,14,4,7,5,4,3,4,4,4,6,3,3,1,2
6579,1089,514,192,167,126,117,121,80,51,44,26,23,41,25,29,13,21,10,7,14,12,4,10,6,11,14,6,3,3,0,3,6,2,3,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1
4180,748,289,166,94,107,71,69,29,37,33,29,27,16,8,13,7,19,8,9,4,7,10,6,10,7,7,3,4,3,8,1,4,1,2,2,0,0,1,0,2,1,0,1,0,2,1,1,3,0
2605,554,249,141,104,103,55,47,28,27,14,17,18,14,1,6,3,7,4,8,6,4,1,12,2,0,3,4,2,0,2,2,2,1,0,0,3,4,1,2,1,1,0,0,1,0,4,1,2,1
2231,337,166,107,69,70,45,23,15,9,9,7,8,4,12,6,13,3,6,5,6,1,4,1,1,4,3,4,3,4,2,2,1,1,1,2,1,2,2,0,1,0,0,0,0,1,2,1,1,0
1528,313,192,113,49,42,22,19,27,10,5,13,13,13,5,20,3,6,7,13,6,3,1,6,4,1,2,2,2,4,1,1,2,1,0,0,1,0,0,2,0,0,2,0,1,0,1,1,0,1
1177,255,166,59,29,29,20,16,37,12,10,3,8,7,2,6,11,2,3,3,1,3,3,2,3,2,0,2,1,1,0,2,1,0,2,0,1,0,0,0,0,0,1,2,1,0,1,0,0,1
1075,224,89,46,40,30,13,15,21,8,4,6,9,10,2,8,3,2,9,3,2,5,0,1,1,0,3,2,2,3,1,2,3,2,1,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0
808,142,93,29,37,16,21,8,7,4,3,14,2,7,5,5,3,7,2,1,11,1,1,0,2,1,0,0,0,3,1,0,0,1,0,2,2,1,0,1,0,1,1,1,0,1,0,1,3,0
606,176,102,34,40,28,14,22,12,2,12,7,1,11,3,0,4,1,2,3,2,1,0,4,2,1,2,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
610,111,86,29,22,13,4,11,4,5,3,1,4,1,7,5,2,1,1,2,0,7,4,3,0,0,3,1,0,1,1,1,0,0,1,2,1,0,2,1,1,1,0,0,0,0,0,1,0,0
506,124,60,25,7,9,10,9,7,5,9,5,6,1,1,6,4,2,3,3,3,5,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,0,0,1,0,1
464,102,60,32,13,13,6,7,8,4,3,5,3,2,1,3,2,6,0,1,3,1,1,0,3,1,2,1,1,2,2,1,1,1,1,0,1,1,1,0,2,0,0,0,0,1,0,0,0,0
370,79,51,26,12,9,6,8,3,7,3,7,0,8,3,5,4,1,3,2,3,1,3,0,1,0,2,0,0,0,2,2,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
346,43,33,18,9,7,3,5,6,4,1,7,5,3,5,0,0,2,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0
280,58,36,17,16,8,5,3,1,1,1,3,4,1,0,2,3,7,0,3,0,1,3,1,1,0,1,1,0,0,0,2,0,1,0,1,0,2,0,0,0,1,1,0,1,0,0,0,0,1
295,63,29,6,11,4,3,6,2,2,0,0,1,0,1,1,1,2,3,0,2,1,0,1,0,2,1,0,0,0,0,0,1,1,3,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
220,57,21,16,10,11,3,3,0,2,1,3,2,6,0,2,4,2,1,1,0,1,3,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0
235,46,19,11,8,5,3,11,3,2,3,0,2,1,1,0,2,0,2,0,0,0,3,1,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0
192,37,21,8,6,9,5,5,2,3,2,0,3,1,2,1,1,0,1,3,1,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
148,40,28,13,13,5,5,4,6,1,7,3,0,1,2,0,2,2,1,3,3,1,2,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
166,32,23,11,7,6,4,2,0,1,0,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
148,31,20,5,2,6,2,2,1,1,2,1,2,2,1,1,0,0,0,0,1,1,0,4,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
138,21,11,9,10,2,3,0,2,1,2,1,2,0,0,4,0,0,4,1,1,1,1,3,0,3,0,0,0,0,3,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0
120,33,14,7,0,3,2,3,1,1,0,1,2,3,2,5,0,0,0,0,0,3,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
130,16,11,4,6,5,4,2,4,3,1,2,1,0,2,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,21,15,3,6,3,4,0,2,2,5,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
