378243,51738,16922,9172,5689,3803,2849,2132,1626,1238,1025,932,743,623,546,469,464,401,359,321,262,223,236,184,190,163,137,112,135,90,89,109,84,54,77,59,52,45,40,57,40,13,20,26,23,25,21,29,24,17
63828,12599,4277,1849,1257,895,553,483,433,320,260,217,188,171,177,132,98,109,78,73,80,69,42,45,38,31,42,32,20,25,21,16,22,21,15,15,10,11,17,11,14,5,10,7,6,6,3,12,4,6
23466,4808,1926,1108,863,495,301,239,185,160,110,120,93,68,88,51,44,34,54,27,39,32,23,24,23,18,16,15,22,6,11,8,10,12,9,7,10,5,8,10,5,4,8,1,2,2,2,0,5,2
12058,2256,1005,616,345,269,204,126,114,103,78,75,47,47,37,49,38,34,25,28,21,17,8,13,9,3,7,6,10,4,6,10,5,14,8,5,5,2,4,3,4,2,3,3,2,1,3,2,5,4
7511,1468,938,415,305,179,134,96,91,68,55,29,60,56,67,25,18,14,17,16,10,17,7,13,14,3,5,8,5,3,7,8,6,4,5,7,3,2,2,3,4,0,1,3,2,2,0,0,2,1
5270,1195,436,245,197,135,100,131,52,51,42,33,56,33,27,26,17,18,16,16,28,13,9,10,7,9,5,6,5,8,1,2,3,3,5,5,2,4,3,1,2,3,1,1,1,2,2,0,2,0
3905,858,337,228,158,102,54,56,59,55,46,36,28,21,31,20,35,12,7,8,7,10,10,9,6,9,11,8,5,0,2,4,2,2,1,6,5,4,2,1,3,1,2,3,4,2,1,3,1,2
3053,692,248,161,107,102,77,62,34,38,39,27,16,26,15,22,23,14,22,13,8,9,4,6,6,1,4,3,4,7,1,3,7,6,1,1,2,1,2,2,1,1,3,0,0,1,0,0,0,0
2356,603,242,133,105,64,70,32,33,31,29,25,17,9,19,17,4,4,14,6,3,10,10,6,1,3,2,2,4,1,3,0,0,2,6,1,2,1,0,0,0,0,0,1,1,1,0,2,3,2
1879,426,207,112,73,51,68,31,20,41,18,18,15,17,12,11,12,7,5,4,3,4,4,7,0,3,9,7,1,2,4,1,1,2,0,2,1,2,0,2,0,0,1,2,1,0,1,0,2,2
1535,411,160,82,45,56,35,43,25,25,15,12,13,14,16,12,4,14,5,4,13,5,7,3,3,3,6,0,2,1,4,1,2,7,6,1,0,0,1,0,2,0,0,0,0,2,0,1,0,0
1288,288,99,58,33,36,22,25,15,27,13,14,19,20,10,11,11,6,7,6,3,5,3,2,3,4,0,4,4,1,3,6,1,2,1,0,0,1,2,0,0,0,1,0,0,0,1,1,0,0
1097,262,114,51,73,30,20,22,15,9,8,17,10,14,3,4,3,7,11,6,3,2,1,2,1,4,2,2,4,1,1,3,1,0,4,1,0,2,1,2,2,0,1,0,1,0,0,0,0,0
993,245,82,47,38,36,22,16,16,8,12,10,17,7,6,3,4,5,9,3,4,3,2,3,1,6,2,1,3,0,2,3,0,5,4,0,1,3,0,1,0,1,0,0,0,0,2,0,0,0
754,268,68,48,45,17,13,19,16,6,15,4,7,7,3,10,3,3,7,7,2,4,4,5,1,1,0,2,2,1,1,2,1,0,4,0,1,2,0,1,0,1,1,0,0,0,0,2,0,0
644,165,73,62,26,18,30,17,11,12,17,8,7,4,3,3,13,17,4,2,2,11,2,3,7,2,2,2,3,2,6,0,2,3,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0
635,140,48,33,18,17,34,12,9,9,10,11,9,1,15,7,0,5,1,1,2,5,3,2,0,4,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
543,152,37,26,20,19,25,22,9,3,13,4,5,4,5,3,8,6,1,5,1,8,0,0,2,3,3,0,0,0,2,1,3,1,1,0,0,1,0,0,1,0,0,0,2,0,1,1,0,1
504,113,48,23,13,15,12,15,2,3,8,5,3,4,6,2,4,1,6,0,5,6,1,1,2,3,0,1,1,0,2,4,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
425,102,39,24,20,8,8,6,5,9,5,6,5,4,5,3,6,1,0,0,1,6,6,2,1,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
394,94,24,18,7,15,6,7,2,4,6,5,4,4,2,7,4,3,6,6,10,4,1,3,0,2,2,4,1,1,1,1,0,0,1,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0
323,90,47,17,10,11,6,9,4,5,5,2,5,3,2,9,2,1,3,3,1,1,1,0,1,0,1,0,0,1,1,0,0,2,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0
